"Year","Region","September 12-18_ag_1","September 19-25_ag_1","September 26 - October 02_ag_1","October 03-09_ag_1","October 10-16_ag_1","October 17-23_ag_1","October 24-30_ag_1","October 31 - November 05_ag_1","No sow date provided_ag_1","A Scatter of plants showing BYDV symptoms_ag_3","No BYDV seen_ag_3","Unknown_ag_4","Unknown_ag_5","Plough (conventional)_ag_5","Reduced Cultivation_ag_5","Unknown_ag_6","Baled and Removed_ag_6","Chopped and Incorporated_ag_6","Cereals_ag_8_1","Grass_ag_8_1","Other_ag_8_1","Unknown_ag_8_1","Wheat_ag_8_1","Oilseed rape_ag_8_1","Cereals_ag_8_2","Grass_ag_8_2","Other_ag_8_2","Unknown_ag_8_2","Wheat_ag_8_2","Oilseed rape_ag_8_2","Beans / peas_ag_8_3","Cereals_ag_8_3","Grass_ag_8_3","Other_ag_8_3","Unknown_ag_8_3","Wheat_ag_8_3","Oilseed rape_ag_8_3","Cereals_ag_8_4","Grass_ag_8_4","Other_ag_8_4","Unknown_ag_8_4","Wheat_ag_8_4","Oilseed rape_ag_8_4","A Scatter of plants showing premature ripening_ag_10","No take-all seen_ag_10","Percentage of fields with wheat once in previous 4 years (%)_ag_11","Percentage of fields with wheat twice in previous 4 years (%)_ag_11","Percentage of fields with wheat thrice in previous 4 years (%)_ag_11","Percentage of fields with wheat four times in previous 4 years (%)_ag_11","Unknown_ag_12","Certified_ag_12"
1972,"East Midlands",4.3478260869565,NA,4.3478260869565,13.0434782608695,8.695652173913,8.695652173913,26.0869565217391,8.695652173913,4.3478260869565,NA,NA,8.8235294117647,100,NA,NA,100,NA,NA,20.5882352941176,14.7058823529411,14.7058823529411,26.4705882352941,17.6470588235294,NA,23.5294117647058,20.5882352941176,8.8235294117647,2.9411764705882,14.7058823529411,NA,2.9411764705882,29.4117647058823,17.6470588235294,5.8823529411764,11.7647058823529,23.5294117647058,NA,20.5882352941176,14.7058823529411,14.7058823529411,26.4705882352941,17.6470588235294,NA,NA,NA,23.5294,11.7647,8.8235,0,100,NA
1972,"North East",NA,NA,NA,NA,22.2222222222222,11.1111111111111,22.2222222222222,11.1111111111111,11.1111111111111,NA,NA,11.1111111111111,100,NA,NA,100,NA,NA,55.5555555555555,33.3333333333333,NA,11.1111111111111,NA,NA,55.5555555555555,33.3333333333333,NA,11.1111111111111,NA,NA,11.1111111111111,33.3333333333333,33.3333333333333,11.1111111111111,11.1111111111111,NA,NA,55.5555555555555,33.3333333333333,NA,11.1111111111111,NA,NA,NA,NA,0,0,0,0,100,NA
1972,"North West",NA,NA,16.6666666666666,11.1111111111111,16.6666666666666,11.1111111111111,22.2222222222222,5.5555555555555,5.5555555555555,NA,NA,12.5,100,NA,NA,100,NA,NA,20.8333333333333,16.6666666666666,4.1666666666666,20.8333333333333,29.1666666666666,NA,41.6666666666666,12.5,NA,8.3333333333333,12.5,NA,8.3333333333333,41.6666666666666,16.6666666666666,12.5,12.5,8.3333333333333,NA,20.8333333333333,16.6666666666666,4.1666666666666,20.8333333333333,29.1666666666666,NA,NA,NA,12.5,20.8333,8.3333,0,100,NA
1972,"South East",NA,5,5,NA,15,15,25,15,NA,NA,NA,8,100,NA,NA,100,NA,NA,32,8,4,44,4,NA,32,44,NA,8,16,NA,4,24,28,NA,16,28,NA,32,8,4,44,4,NA,NA,NA,24,8,4,0,100,NA
1972,"South West",NA,NA,5.2631578947368,10.5263157894736,31.578947368421,10.5263157894736,15.7894736842105,10.5263157894736,5.2631578947368,NA,NA,14.8148148148148,100,NA,NA,100,NA,NA,51.8518518518518,29.6296296296296,3.7037037037037,7.4074074074074,7.4074074074074,NA,40.7407407407407,44.4444444444444,NA,3.7037037037037,7.4074074074074,NA,NA,44.4444444444444,37.037037037037,NA,7.4074074074074,11.1111111111111,NA,51.8518518518518,29.6296296296296,3.7037037037037,7.4074074074074,7.4074074074074,NA,NA,NA,18.5185,7.4074,0,0,100,NA
1972,"Wales",NA,NA,9.090909090909,NA,18.1818181818181,27.2727272727272,18.1818181818181,9.090909090909,9.090909090909,NA,NA,NA,100,NA,NA,100,NA,NA,NA,53.8461538461538,NA,15.3846153846153,30.7692307692307,NA,15.3846153846153,61.5384615384615,NA,NA,15.3846153846153,NA,NA,15.3846153846153,46.1538461538461,NA,7.6923076923076,30.7692307692307,NA,NA,53.8461538461538,NA,15.3846153846153,30.7692307692307,NA,NA,NA,15.3846,7.6923,15.3846,7.6923,100,NA
1972,"West Midlands",NA,NA,4.5454545454545,18.1818181818181,18.1818181818181,13.6363636363636,27.2727272727272,4.5454545454545,4.5454545454545,NA,NA,15.3846153846153,100,NA,NA,100,NA,NA,15.3846153846153,42.3076923076923,11.5384615384615,7.6923076923076,15.3846153846153,NA,7.6923076923076,57.6923076923076,3.8461538461538,3.8461538461538,15.3846153846153,NA,NA,23.076923076923,53.8461538461538,3.8461538461538,3.8461538461538,15.3846153846153,NA,15.3846153846153,42.3076923076923,11.5384615384615,7.6923076923076,15.3846153846153,NA,NA,NA,0,7.6923,0,11.5384,100,NA
1972,"Yorkshire and The Humber",5.8823529411764,NA,5.8823529411764,5.8823529411764,23.5294117647058,11.7647058823529,11.7647058823529,5.8823529411764,11.7647058823529,NA,NA,24.1379310344827,100,NA,NA,100,NA,NA,17.2413793103448,10.3448275862068,NA,68.9655172413793,NA,NA,34.4827586206896,13.7931034482758,3.4482758620689,37.9310344827586,6.8965517241379,NA,NA,24.1379310344827,13.7931034482758,6.8965517241379,48.2758620689655,6.8965517241379,NA,17.2413793103448,10.3448275862068,NA,68.9655172413793,NA,NA,NA,NA,6.8965,3.4482,0,0,100,NA
1973,"East",2.3809523809523,NA,11.9047619047619,4.7619047619047,14.2857142857142,11.9047619047619,19.047619047619,4.7619047619047,NA,NA,NA,6.5573770491803,100,NA,NA,100,NA,NA,24.5901639344262,4.9180327868852,6.5573770491803,21.311475409836,31.1475409836065,NA,32.7868852459016,4.9180327868852,19.6721311475409,8.1967213114754,14.7540983606557,NA,8.1967213114754,37.7049180327868,6.5573770491803,3.2786885245901,14.7540983606557,22.9508196721311,NA,24.5901639344262,4.9180327868852,6.5573770491803,21.311475409836,31.1475409836065,NA,NA,NA,26.2295,21.3114,8.1967,1.6393,100,NA
1973,"East Midlands",NA,5,NA,10,20,5,15,10,5,NA,NA,NA,100,NA,NA,100,NA,NA,10.3448275862068,13.7931034482758,10.3448275862068,17.2413793103448,44.8275862068965,NA,20.6896551724137,17.2413793103448,13.7931034482758,6.8965517241379,13.7931034482758,NA,6.8965517241379,27.5862068965517,10.3448275862068,3.4482758620689,10.3448275862068,34.4827586206896,NA,10.3448275862068,13.7931034482758,10.3448275862068,17.2413793103448,44.8275862068965,NA,NA,NA,20.6896,17.2413,27.5862,0,100,NA
1973,"North East",NA,NA,NA,11.1111111111111,11.1111111111111,11.1111111111111,22.2222222222222,11.1111111111111,NA,NA,NA,NA,100,NA,NA,100,NA,NA,36.3636363636363,54.5454545454545,NA,NA,9.090909090909,NA,45.4545454545454,36.3636363636363,NA,NA,9.090909090909,NA,NA,45.4545454545454,36.3636363636363,NA,NA,9.090909090909,NA,36.3636363636363,54.5454545454545,NA,NA,9.090909090909,NA,NA,NA,18.1818,9.0909,0,0,100,NA
1973,"North West",NA,NA,5.5555555555555,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,5.5555555555555,NA,NA,NA,NA,100,NA,NA,100,NA,NA,36.3636363636363,13.6363636363636,9.090909090909,13.6363636363636,9.090909090909,NA,45.4545454545454,9.090909090909,NA,NA,31.8181818181818,NA,NA,40.9090909090909,9.090909090909,18.1818181818181,4.5454545454545,18.1818181818181,NA,36.3636363636363,13.6363636363636,9.090909090909,13.6363636363636,9.090909090909,NA,NA,NA,36.3636,9.0909,4.5454,0,100,NA
1973,"South East",NA,NA,15.625,9.375,15.625,18.75,6.25,9.375,6.25,NA,NA,NA,100,NA,NA,100,NA,NA,31.8181818181818,11.3636363636363,2.2727272727272,13.6363636363636,36.3636363636363,NA,34.090909090909,34.090909090909,6.8181818181818,NA,15.9090909090909,NA,6.8181818181818,31.8181818181818,22.7272727272727,2.2727272727272,6.8181818181818,27.2727272727272,NA,31.8181818181818,11.3636363636363,2.2727272727272,13.6363636363636,36.3636363636363,NA,NA,NA,11.3636,15.909,18.1818,4.5454,100,NA
1973,"South West",NA,NA,7.6923076923076,15.3846153846153,15.3846153846153,15.3846153846153,15.3846153846153,15.3846153846153,NA,NA,NA,5.8823529411764,100,NA,NA,100,NA,NA,58.8235294117647,23.5294117647058,NA,5.8823529411764,5.8823529411764,NA,35.2941176470588,47.0588235294117,NA,NA,5.8823529411764,NA,NA,41.1764705882352,47.0588235294117,NA,5.8823529411764,5.8823529411764,NA,58.8235294117647,23.5294117647058,NA,5.8823529411764,5.8823529411764,NA,NA,NA,11.7647,5.8823,0,0,100,NA
1973,"Wales",NA,NA,NA,15.3846153846153,15.3846153846153,38.4615384615384,7.6923076923076,15.3846153846153,NA,NA,NA,NA,100,NA,NA,100,NA,NA,23.5294117647058,52.9411764705882,5.8823529411764,5.8823529411764,5.8823529411764,NA,17.6470588235294,47.0588235294117,NA,NA,29.4117647058823,NA,NA,17.6470588235294,64.7058823529411,NA,NA,11.7647058823529,NA,23.5294117647058,52.9411764705882,5.8823529411764,5.8823529411764,5.8823529411764,NA,NA,NA,29.4117,11.7647,0,0,100,NA
1973,"West Midlands",NA,NA,NA,6.6666666666666,40,13.3333333333333,26.6666666666666,6.6666666666666,NA,NA,NA,NA,100,NA,NA,100,NA,NA,20,36,8,4,16,NA,20,52,4,NA,16,NA,4,24,40,4,NA,24,NA,20,36,8,4,16,NA,NA,NA,28,4,12,0,100,NA
1973,"Yorkshire and The Humber",NA,NA,5.8823529411764,23.5294117647058,17.6470588235294,17.6470588235294,5.8823529411764,11.7647058823529,NA,NA,NA,NA,100,NA,NA,100,NA,NA,5,30,5,40,20,NA,35,35,5,10,10,NA,NA,30,25,5,35,NA,NA,5,30,5,40,20,NA,NA,NA,10,20,0,0,100,NA
1974,"East",NA,NA,12.2448979591836,6.1224489795918,18.3673469387755,8.1632653061224,18.3673469387755,8.1632653061224,4.0816326530612,NA,NA,1.0416666666666,100,NA,NA,100,NA,NA,16.6666666666666,2.0833333333333,21.875,23.9583333333333,26.0416666666666,NA,38.5416666666666,6.25,13.5416666666666,5.2083333333333,21.875,NA,5.2083333333333,33.3333333333333,3.125,16.6666666666666,8.3333333333333,27.0833333333333,NA,16.6666666666666,2.0833333333333,21.875,23.9583333333333,26.0416666666666,NA,NA,NA,29.1666,11.4583,13.5416,2.0833,100,NA
1974,"East Midlands",NA,2.8571428571428,8.5714285714285,5.7142857142857,17.1428571428571,8.5714285714285,11.4285714285714,11.4285714285714,5.7142857142857,NA,NA,NA,100,NA,NA,100,NA,NA,22,4,8,38,16,NA,18,16,18,10,12,NA,4,26,14,10,18,26,NA,22,4,8,38,16,NA,NA,NA,24,8,10,0,100,NA
1974,"North East",NA,NA,NA,NA,33.3333333333333,11.1111111111111,22.2222222222222,22.2222222222222,11.1111111111111,NA,NA,NA,100,NA,NA,100,NA,NA,33.3333333333333,44.4444444444444,NA,11.1111111111111,11.1111111111111,NA,66.6666666666666,22.2222222222222,NA,NA,11.1111111111111,NA,NA,22.2222222222222,44.4444444444444,NA,11.1111111111111,22.2222222222222,NA,33.3333333333333,44.4444444444444,NA,11.1111111111111,11.1111111111111,NA,NA,NA,22.2222,0,11.1111,0,100,NA
1974,"North West",5.2631578947368,NA,10.5263157894736,5.2631578947368,26.3157894736842,10.5263157894736,NA,10.5263157894736,10.5263157894736,NA,NA,4.5454545454545,100,NA,NA,100,NA,NA,13.6363636363636,9.090909090909,22.7272727272727,27.2727272727272,18.1818181818181,NA,40.9090909090909,13.6363636363636,9.090909090909,NA,27.2727272727272,NA,9.090909090909,22.7272727272727,18.1818181818181,9.090909090909,13.6363636363636,22.7272727272727,NA,13.6363636363636,9.090909090909,22.7272727272727,27.2727272727272,18.1818181818181,NA,NA,NA,31.8181,13.6363,9.0909,0,100,NA
1974,"South East",NA,NA,3.125,9.375,21.875,15.625,12.5,6.25,3.125,NA,NA,2.0833333333333,100,NA,NA,100,NA,NA,33.3333333333333,22.9166666666666,NA,20.8333333333333,16.6666666666666,NA,25,35.4166666666666,6.25,2.0833333333333,20.8333333333333,NA,6.25,35.4166666666666,35.4166666666666,2.0833333333333,4.1666666666666,14.5833333333333,NA,33.3333333333333,22.9166666666666,NA,20.8333333333333,16.6666666666666,NA,NA,NA,20.8333,14.5833,6.25,0,100,NA
1974,"South West",NA,NA,6.25,31.25,31.25,12.5,18.75,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,45.4545454545454,18.1818181818181,NA,13.6363636363636,22.7272727272727,NA,50,36.3636363636363,4.5454545454545,4.5454545454545,4.5454545454545,NA,NA,50,22.7272727272727,NA,4.5454545454545,22.7272727272727,NA,45.4545454545454,18.1818181818181,NA,13.6363636363636,22.7272727272727,NA,NA,NA,13.6363,9.0909,13.6363,0,100,NA
1974,"Wales",9.090909090909,NA,NA,NA,27.2727272727272,9.090909090909,9.090909090909,18.1818181818181,9.090909090909,NA,NA,NA,100,NA,NA,100,NA,NA,33.3333333333333,25,NA,33.3333333333333,NA,NA,25,50,NA,8.3333333333333,16.6666666666666,NA,NA,33.3333333333333,25,NA,25,16.6666666666666,NA,33.3333333333333,25,NA,33.3333333333333,NA,NA,NA,NA,16.6666,8.3333,0,0,100,NA
1974,"West Midlands",NA,NA,5.8823529411764,5.8823529411764,17.6470588235294,23.5294117647058,17.6470588235294,11.7647058823529,5.8823529411764,NA,NA,4.1666666666666,100,NA,NA,100,NA,NA,37.5,25,8.3333333333333,8.3333333333333,16.6666666666666,NA,4.1666666666666,41.6666666666666,16.6666666666666,4.1666666666666,25,NA,NA,33.3333333333333,25,12.5,8.3333333333333,20.8333333333333,NA,37.5,25,8.3333333333333,8.3333333333333,16.6666666666666,NA,NA,NA,8.3333,16.6666,12.5,0,100,NA
1974,"Yorkshire and The Humber",NA,NA,13.6363636363636,4.5454545454545,22.7272727272727,9.090909090909,9.090909090909,13.6363636363636,4.5454545454545,NA,NA,NA,100,NA,NA,100,NA,NA,30.7692307692307,11.5384615384615,NA,34.6153846153846,23.076923076923,NA,42.3076923076923,23.076923076923,7.6923076923076,NA,15.3846153846153,NA,7.6923076923076,50,15.3846153846153,7.6923076923076,3.8461538461538,15.3846153846153,NA,30.7692307692307,11.5384615384615,NA,34.6153846153846,23.076923076923,NA,NA,NA,3.8461,30.7692,3.8461,0,100,NA
1975,"East",1.25,1.25,3.75,2.5,10,7.5,8.75,8.75,11.25,NA,NA,NA,1.9801980198019,67.3267326732673,23.7623762376237,1.9801980198019,61.3861386138613,NA,22.7722772277227,3.9603960396039,6.9306930693069,26.7326732673267,28.7128712871287,NA,34.6534653465346,7.9207920792079,15.8415841584158,1.9801980198019,19.8019801980198,NA,2.9702970297029,41.5841584158415,3.9603960396039,5.9405940594059,10.8910891089108,28.7128712871287,NA,22.7722772277227,3.9603960396039,6.9306930693069,26.7326732673267,28.7128712871287,NA,NA,NA,18.8118,23.7623,11.8811,0.99,100,NA
1975,"East Midlands",NA,NA,4.8780487804878,4.8780487804878,9.7560975609756,4.8780487804878,12.1951219512195,7.3170731707317,9.7560975609756,NA,NA,NA,NA,76.0869565217391,13.0434782608695,NA,80.4347826086956,NA,26.0869565217391,8.695652173913,2.1739130434782,32.6086956521739,19.5652173913043,NA,30.4347826086956,17.391304347826,8.695652173913,2.1739130434782,32.6086956521739,NA,4.3478260869565,36.9565217391304,8.695652173913,13.0434782608695,15.2173913043478,13.0434782608695,NA,26.0869565217391,8.695652173913,2.1739130434782,32.6086956521739,19.5652173913043,NA,NA,NA,28.2608,15.2173,8.6956,0,100,NA
1975,"North East",NA,14.2857142857142,NA,NA,14.2857142857142,NA,14.2857142857142,28.5714285714285,NA,NA,NA,NA,NA,100,NA,NA,77.7777777777777,NA,11.1111111111111,22.2222222222222,NA,44.4444444444444,11.1111111111111,NA,33.3333333333333,66.6666666666666,NA,NA,NA,NA,NA,33.3333333333333,44.4444444444444,NA,22.2222222222222,NA,NA,11.1111111111111,22.2222222222222,NA,44.4444444444444,11.1111111111111,NA,NA,NA,0,11.1111,0,0,100,NA
1975,"North West",NA,NA,5.8823529411764,11.7647058823529,29.4117647058823,NA,17.6470588235294,NA,5.8823529411764,NA,NA,NA,NA,73.6842105263157,26.3157894736842,NA,73.6842105263157,NA,15.7894736842105,15.7894736842105,15.7894736842105,21.0526315789473,21.0526315789473,NA,26.3157894736842,10.5263157894736,10.5263157894736,5.2631578947368,36.8421052631578,NA,5.2631578947368,21.0526315789473,15.7894736842105,10.5263157894736,15.7894736842105,26.3157894736842,NA,15.7894736842105,15.7894736842105,15.7894736842105,21.0526315789473,21.0526315789473,NA,NA,NA,42.1052,15.7894,10.5263,0,100,NA
1975,"South East",NA,NA,NA,NA,17.1428571428571,NA,22.8571428571428,20,5.7142857142857,NA,NA,NA,NA,86.9565217391304,6.5217391304347,NA,82.6086956521739,NA,21.7391304347826,10.8695652173913,4.3478260869565,36.9565217391304,17.391304347826,NA,23.9130434782608,28.2608695652173,8.695652173913,8.695652173913,19.5652173913043,NA,NA,26.0869565217391,21.7391304347826,6.5217391304347,26.0869565217391,17.391304347826,NA,21.7391304347826,10.8695652173913,4.3478260869565,36.9565217391304,17.391304347826,NA,NA,NA,10.8695,19.5652,4.3478,2.1739,100,NA
1975,"South West",NA,NA,7.4074074074074,NA,18.5185185185185,7.4074074074074,33.3333333333333,11.1111111111111,7.4074074074074,NA,NA,3.4482758620689,NA,93.103448275862,3.4482758620689,NA,89.6551724137931,NA,31.0344827586206,34.4827586206896,NA,6.8965517241379,24.1379310344827,NA,34.4827586206896,41.3793103448275,6.8965517241379,3.4482758620689,10.3448275862068,NA,NA,34.4827586206896,34.4827586206896,3.4482758620689,3.4482758620689,24.1379310344827,NA,31.0344827586206,34.4827586206896,NA,6.8965517241379,24.1379310344827,NA,NA,NA,13.7931,13.7931,13.7931,0,100,NA
1975,"Wales",NA,NA,NA,9.090909090909,9.090909090909,9.090909090909,18.1818181818181,NA,9.090909090909,NA,NA,7.1428571428571,NA,100,NA,NA,85.7142857142857,NA,42.8571428571428,42.8571428571428,7.1428571428571,7.1428571428571,NA,NA,28.5714285714285,57.1428571428571,7.1428571428571,NA,NA,NA,NA,7.1428571428571,64.2857142857142,14.2857142857142,NA,14.2857142857142,NA,42.8571428571428,42.8571428571428,7.1428571428571,7.1428571428571,NA,NA,NA,NA,14.2857,0,0,0,100,NA
1975,"West Midlands",NA,NA,NA,15,10,10,35,NA,5,NA,NA,NA,NA,85.1851851851851,11.1111111111111,NA,81.4814814814814,NA,22.2222222222222,37.037037037037,3.7037037037037,11.1111111111111,25.9259259259259,NA,14.8148148148148,40.7407407407407,11.1111111111111,NA,22.2222222222222,NA,NA,33.3333333333333,44.4444444444444,7.4074074074074,7.4074074074074,7.4074074074074,NA,22.2222222222222,37.037037037037,3.7037037037037,11.1111111111111,25.9259259259259,NA,NA,NA,7.4074,18.5185,7.4074,3.7037,100,NA
1975,"Yorkshire and The Humber",NA,NA,NA,7.1428571428571,10.7142857142857,7.1428571428571,25,14.2857142857142,10.7142857142857,NA,NA,NA,NA,51.6129032258064,12.9032258064516,NA,93.5483870967741,NA,29.0322580645161,9.6774193548387,9.6774193548387,29.0322580645161,19.3548387096774,NA,41.9354838709677,19.3548387096774,3.2258064516129,9.6774193548387,16.1290322580645,NA,3.2258064516129,48.3870967741935,3.2258064516129,3.2258064516129,12.9032258064516,25.8064516129032,NA,29.0322580645161,9.6774193548387,9.6774193548387,29.0322580645161,19.3548387096774,NA,NA,NA,19.3548,16.129,9.6774,0,100,NA
1976,"East",NA,1.4492753623188,2.8985507246376,13.0434782608695,24.6376811594202,8.695652173913,14.4927536231884,10.1449275362318,4.3478260869565,NA,NA,12.1212121212121,10.1010101010101,55.5555555555555,20.2020202020202,10.1010101010101,70.7070707070707,NA,7.070707070707,1.010101010101,2.020202020202,66.6666666666666,18.1818181818181,NA,24.2424242424242,4.040404040404,18.1818181818181,14.1414141414141,29.2929292929292,NA,6.060606060606,28.2828282828282,3.030303030303,8.080808080808,27.2727272727272,25.2525252525252,NA,7.070707070707,1.010101010101,2.020202020202,66.6666666666666,18.1818181818181,NA,NA,NA,31.3131,13.1313,7.0707,3.0303,100,NA
1976,"East Midlands",NA,NA,6.8181818181818,20.4545454545454,20.4545454545454,4.5454545454545,15.9090909090909,11.3636363636363,6.8181818181818,NA,NA,1.7241379310344,1.7241379310344,62.0689655172413,31.0344827586206,1.7241379310344,86.2068965517241,NA,18.9655172413793,15.5172413793103,13.7931034482758,25.8620689655172,17.2413793103448,NA,25.8620689655172,12.0689655172413,18.9655172413793,6.8965517241379,22.4137931034482,NA,6.8965517241379,25.8620689655172,13.7931034482758,6.8965517241379,12.0689655172413,31.0344827586206,NA,18.9655172413793,15.5172413793103,13.7931034482758,25.8620689655172,17.2413793103448,NA,NA,NA,27.5862,17.2413,8.6206,0,100,NA
