"Region","Year","prop_anth","prop_nature"
"London",1990,0.690491832482318,0.30356985839909
"London",1991,0.689671114707986,0.304390571573935
"London",1992,0.688850360767295,0.305211320974695
"London",1993,0.688029656031479,0.306032028221173
"London",1994,0.687208936704944,0.306852748134333
"London",1995,0.686388190370053,0.307673500055172
"London",1996,0.685567463903377,0.308494225304553
"London",1997,0.684746748923014,0.309314937594452
"London",1998,0.683926013143112,0.310135672489802
"London",1999,0.683105290091286,0.310956400056015
"London",2000,0.682284549654772,0.311777145097244
"London",2001,0.67918321210891,0.314878479107408
"London",2002,0.68401205415527,0.310049638276883
"London",2003,0.682893886696547,0.311167802483239
"London",2004,0.688638921671857,0.305422763248305
"London",2005,0.688034540197502,0.306027149759654
"London",2006,0.701726745037983,0.292334944743862
"London",2007,0.70252802517886,0.291533669665917
"London",2008,0.702807312210401,0.291254376980134
"London",2009,0.703930268685023,0.290131420476017
"London",2010,0.703682467030982,0.290379222537464
"London",2011,0.708179973531514,0.285881718661031
"London",2012,0.714353849335263,0.279707839436312
"London",2013,0.712421438811968,0.281640256548793
"London",2014,0.715917894927164,0.278143793946959
"London",2015,0.719757842210432,0.274303849490916
"North East",1971,0.775736763496285,0.18460324709825
"North East",1972,0.773730674754604,0.18660934130141
"North East",1973,0.771724585085966,0.18861543337802
"North East",1974,0.769718489434204,0.190621525530439
"North East",1975,0.767712393088524,0.192627620591126
"North East",1976,0.765706301653492,0.19463371552501
"North East",1977,0.763700202709879,0.196639813256801
"North East",1978,0.761694111004804,0.198645901833966
"North East",1979,0.759688013740898,0.200652002225684
"North East",1980,0.757681923126802,0.2026580933492
"North East",1981,0.756688435091512,0.203651573136589
"North East",1982,0.755694948527421,0.204645061126315
"North East",1983,0.75470146364283,0.205638548717681
"North East",1984,0.753707972038579,0.206632037364532
"North East",1985,0.752714484697416,0.207625523336665
"North East",1986,0.751720996420149,0.208619014164984
"North East",1987,0.750727507798625,0.209612500831318
"North East",1988,0.749734019110994,0.210605989239405
"North East",1989,0.74874053273483,0.211599475905894
"North East",1990,0.747747042135493,0.212592965744219
"North East",1991,0.741956500248385,0.218383510971065
"North East",1992,0.736165972598038,0.224174043904695
"North East",1993,0.730375431544962,0.229964579292219
"North East",1994,0.724584908982797,0.235755106917696
"North East",1995,0.718794374874726,0.241545639275804
"North East",1996,0.713003844339775,0.247336171239624
"North East",1997,0.707213300903719,0.253126711254362
"North East",1998,0.701422769143496,0.258917244733556
"North East",1999,0.695632239371688,0.264707774401145
"North East",2000,0.68984170488111,0.270498312110284
"North East",2001,0.688233102716081,0.272106907286061
"North East",2002,0.690272992686784,0.270067017511088
"North East",2003,0.689030210842403,0.271309799862894
"North East",2004,0.693980889427933,0.266359124092093
"North East",2005,0.690203654792692,0.270136358945501
"North East",2006,0.725638956662447,0.234701054802158
"North East",2007,0.71887142643412,0.241468586074465
"North East",2008,0.719986030580606,0.240353982417088
"North East",2009,0.707254222682765,0.253085792885368
"North East",2010,0.703351534274204,0.256988478871673
"North East",2011,0.699941034389282,0.260398978626894
"North East",2012,0.701898674076495,0.25844134023511
"North East",2013,0.689637626987371,0.27070238802411
"North East",2014,0.693468480786921,0.266871529034467
"North East",2015,0.691527944394126,0.268812073937127
"North West",1971,0.709600322701135,0.228423607091636
"North West",1972,0.708402577439301,0.229621354182003
"North West",1973,0.707204829345756,0.230819101831426
"North West",1974,0.706007084657358,0.232016851574414
"North West",1975,0.704809334061792,0.233214599465749
"North West",1976,0.703611589371576,0.234412345155018
"North West",1977,0.702413833208539,0.235610099884161
"North West",1978,0.701216090499202,0.236807843372546
"North West",1979,0.700018339366579,0.238005593673124
"North West",1980,0.69882059207066,0.239203339758315
"North West",1981,0.698114047694162,0.239909881484857
"North West",1982,0.697407503075738,0.240616421257133
"North West",1983,0.696700964692809,0.241322959210473
"North West",1984,0.695994427132518,0.242029497728269
"North West",1985,0.695287890222971,0.242736035760965
"North West",1986,0.694581350368935,0.243442576491432
"North West",1987,0.693874811413934,0.244149115956862
"North West",1988,0.693168274478921,0.244855651996308
"North West",1989,0.692461734092831,0.245562191602551
"North West",1990,0.691755192130131,0.246268731594235
"North West",1991,0.687845091086729,0.250178838953784
"North West",1992,0.683934994864103,0.25408893888699
"North West",1993,0.680024884082286,0.257999044431544
"North West",1994,0.676114783585945,0.261909151652091
"North West",1995,0.672204678169237,0.265819257653753
"North West",1996,0.668294578474615,0.269729357363068
"North West",1997,0.66438446849952,0.273639463158245
"North West",1998,0.660474371034525,0.27754956592267
"North West",1999,0.656564262049415,0.281459670577229
"North West",2000,0.652654160066504,0.285369775508448
"North West",2001,0.657020618018123,0.28100330673833
"North West",2002,0.655517180855895,0.282506749244464
"North West",2003,0.654993045881838,0.283030884186533
"North West",2004,0.656069051041413,0.281954880725425
"North West",2005,0.654204804221081,0.283819125797107
"North West",2006,0.684370841700911,0.253653089193239
"North West",2007,0.676735313656081,0.261288617382065
"North West",2008,0.680212734998804,0.257811195220751
"North West",2009,0.66447756440175,0.273546367904183
"North West",2010,0.662041899759515,0.275982033279303
"North West",2011,0.656770170629898,0.281253759098875
"North West",2012,0.652824010490804,0.285199921264632
"North West",2013,0.644456631000139,0.293567301837892
"North West",2014,0.642672150410817,0.295351778854017
"North West",2015,0.638119503208145,0.299904424095747
"Northern Ireland",1971,0.785123597893482,0.134692601968186
"Northern Ireland",1972,0.78379335487063,0.136022846319337
"Northern Ireland",1973,0.782463109950847,0.137353087787445
"Northern Ireland",1974,0.781132865575218,0.138683332497992
"Northern Ireland",1975,0.779802623711448,0.140013577443688
"Northern Ireland",1976,0.778472376003099,0.141343824235738
"Northern Ireland",1977,0.777142128624484,0.142674071435257
"Northern Ireland",1978,0.775811887148104,0.144004311785465
"Northern Ireland",1979,0.774481643944345,0.145334556835384
"Northern Ireland",1980,0.773151397251874,0.146664801739664
"Northern Ireland",1981,0.772693364633817,0.147122830365402
"Northern Ireland",1982,0.772235337556622,0.147580858092093
"Northern Ireland",1983,0.771777306118483,0.14803888750651
"Northern Ireland",1984,0.771319274318089,0.148496918326148
"Northern Ireland",1985,0.770861247796733,0.148954944652627
"Northern Ireland",1986,0.770403216408423,0.149412974029822
"Northern Ireland",1987,0.769945189622597,0.149871001582426
"Northern Ireland",1988,0.769487160357874,0.150329035316539
"Northern Ireland",1989,0.769029130753386,0.150787059222351
"Northern Ireland",1990,0.768571101353618,0.151245088519931
"Northern Ireland",1991,0.764035425132478,0.155780768234841
"Northern Ireland",1992,0.759499749960069,0.160316451001841
"Northern Ireland",1993,0.754964067853342,0.164852132326465
"Northern Ireland",1994,0.750428395767151,0.169387804887457
"Northern Ireland",1995,0.745892718495959,0.173923482699276
"Northern Ireland",1996,0.741357033454485,0.178459163904128
"Northern Ireland",1997,0.736821362644233,0.182994841265117
"Northern Ireland",1998,0.732285686956443,0.187530516298202
"Northern Ireland",1999,0.727750006366974,0.192066192539091
"Northern Ireland",2000,0.723214329280877,0.196601872524286
"Northern Ireland",2001,0.733164725313779,0.186651473175043
"Northern Ireland",2002,0.726027754266618,0.193788440176843
"Northern Ireland",2003,0.730829619594894,0.188986573567553
"Northern Ireland",2004,0.727863373400561,0.191952826450684
"Northern Ireland",2005,0.726772034074119,0.193044163099597
"Northern Ireland",2006,0.758489325846533,0.161326867836309
"Northern Ireland",2007,0.748218623351546,0.171597574691243
"Northern Ireland",2008,0.753288440930357,0.166527757891771
"Northern Ireland",2009,0.730960681924857,0.188855515761385
"Northern Ireland",2010,0.732082702500217,0.187733500093493
"Northern Ireland",2011,0.724315456792255,0.195500734523165
"Northern Ireland",2012,0.717927669989491,0.201888528125606
"Northern Ireland",2013,0.709272705074578,0.210543491175888
"Northern Ireland",2014,0.705860230300624,0.213955965648443
"Northern Ireland",2015,0.69747455734118,0.222341636442999
"Scotland",1971,0.365796713805305,0.492320474364988
"Scotland",1972,0.364460557816855,0.493656631022333
"Scotland",1973,0.363124403422773,0.494992785792005
"Scotland",1974,0.361788249951057,0.496328938685184
"Scotland",1975,0.360452094242106,0.497665093698206
"Scotland",1976,0.359115939866554,0.499001250150345
"Scotland",1977,0.357779785861058,0.500337403065215
"Scotland",1978,0.356443629622182,0.501673558390137
"Scotland",1979,0.355107476610215,0.503009712057516
"Scotland",1980,0.353771321201517,0.504345867080995
"Scotland",1981,0.352406145620336,0.50571104261488
"Scotland",1982,0.351040969807154,0.507076218962954
"Scotland",1983,0.349675794122508,0.508441393410803
"Scotland",1984,0.348310620795485,0.50980656701705
"Scotland",1985,0.346945445699179,0.511171740564209
"Scotland",1986,0.345580271451771,0.512536915073261
"Scotland",1987,0.34421509698274,0.513902089477199
"Scotland",1988,0.342849922381179,0.515267265265679
"Scotland",1989,0.341484746783194,0.516632440120417
"Scotland",1990,0.340119573777697,0.517997612946397
"Scotland",1991,0.337334809659171,0.520782378055961
"Scotland",1992,0.334550042723592,0.523567144921751
"Scotland",1993,0.33176527812221,0.526351911873118
"Scotland",1994,0.328980511552424,0.529136676449072
"Scotland",1995,0.32619574723606,0.531921441334993
"Scotland",1996,0.323410981386845,0.534706207996204
"Scotland",1997,0.320626215757594,0.537490973130988
"Scotland",1998,0.317841448919798,0.540275739922462
"Scotland",1999,0.315056684909628,0.543060502589018
"Scotland",2000,0.312271918533788,0.545845268828951
"Scotland",2001,0.312594888547482,0.545522297675357
"Scotland",2002,0.312790516854874,0.545326672283383
"Scotland",2003,0.312081624916214,0.546035562045351
"Scotland",2004,0.313570941628384,0.544546246132808
"Scotland",2005,0.31139164038444,0.546725547141507
"Scotland",2006,0.32658750987728,0.531529677115453
"Scotland",2007,0.323135305854415,0.534981881082938
"Scotland",2008,0.323303306719076,0.534813880437638
"Scotland",2009,0.3165972979192,0.541519889530014
"Scotland",2010,0.314501200072836,0.543615988166969
"Scotland",2011,0.312875598978125,0.545241590351582
"Scotland",2012,0.312760015633967,0.545357173901855
"Scotland",2013,0.309174757995981,0.548942429957323
"Scotland",2014,0.309779244477314,0.548337943203477
"Scotland",2015,0.308465041964227,0.549652147024301
"South East",1971,0.741953463636243,0.169497190447802
"South East",1972,0.740892373370695,0.17055827792498
"South East",1973,0.73983128642166,0.171619366693313
"South East",1974,0.738770195670606,0.172680459319102
"South East",1975,0.737709112544756,0.173741545374925
"South East",1976,0.736648022383716,0.174802634894453
"South East",1977,0.735586926636064,0.175863724820098
"South East",1978,0.734525838660457,0.176924816046681
"South East",1979,0.7334647500234,0.177985902791235
"South East",1980,0.732403660744736,0.179046993451627
"South East",1981,0.730395098350445,0.18105555415197
"South East",1982,0.728386533057677,0.183064116435558
"South East",1983,0.726377975334551,0.185072678204373
"South East",1984,0.724369410953262,0.187081240365646
"South East",1985,0.722360850356794,0.189089801130061
"South East",1986,0.7203522870034,0.191098364887496
"South East",1987,0.718343722381343,0.193106925660145
"South East",1988,0.716335166971972,0.195115487765272
"South East",1989,0.71432659719986,0.19712405109301
"South East",1990,0.712318038292737,0.199132610675581
"South East",1991,0.706408244163454,0.205042409677738
"South East",1992,0.700498442334885,0.210952208968968
"South East",1993,0.694588651709968,0.216862003585967
"South East",1994,0.688678852277173,0.222771803222132
"South East",1995,0.682769056447961,0.228681599281152
"South East",1996,0.676859260157058,0.234591396275926
"South East",1997,0.670949462393764,0.240501192382329
"South East",1998,0.665039667667191,0.246410988805595
"South East",1999,0.659129872925405,0.252320783521808
"South East",2000,0.653220073404637,0.258230580664053
"South East",2001,0.643044077246238,0.268406575943904
"South East",2002,0.649425248307869,0.262025406257717
"South East",2003,0.643388511586553,0.268062143056667
"South East",2004,0.652407876585626,0.259042779265404
"South East",2005,0.646451825344808,0.264998832366125
"South East",2006,0.680148253353598,0.231302401867213
"South East",2007,0.675964249926355,0.235486404990915
"South East",2008,0.673063385285125,0.238387266758169
"South East",2009,0.66776952890756,0.2436811227098
"South East",2010,0.662373043273295,0.24907761224936
"South East",2011,0.665531791712882,0.245918862264612
"South East",2012,0.672782766048013,0.238667889407898
"South East",2013,0.668138635901745,0.243312017911253
"South East",2014,0.670996871051929,0.240453784035397
"South East",2015,0.673944883622674,0.237505771935987
"South West",1971,0.799029568038314,0.100399750743977
"South West",1972,0.797793419584705,0.101635903077265
"South West",1973,0.796557268189281,0.102872054552014
"South West",1974,0.79532111948276,0.104108202235719
"South West",1975,0.794084962962734,0.105344355842916
"South West",1976,0.792848815512044,0.106580502149692
"South West",1977,0.79161266944233,0.107816651623412
"South West",1978,0.790376517040786,0.109052801707622
"South West",1979,0.789140367254513,0.110288953347891
"South West",1980,0.787904213628572,0.111525106232791
"South West",1981,0.786469221146036,0.112960095385336
"South West",1982,0.785034225497875,0.114395090163187
"South West",1983,0.783599231522603,0.115830084232033
"South West",1984,0.78216423621816,0.117265078316654
"South West",1985,0.780729240699512,0.118700070637805
"South West",1986,0.77929424757931,0.120135064326949
"South West",1987,0.777859254859578,0.12157005950753
"South West",1988,0.776424260012646,0.123005051361776
"South West",1989,0.774989266996345,0.124440048337572
"South West",1990,0.773554270544628,0.125875042426174
"South West",1991,0.767969617733107,0.131459698563949
"South West",1992,0.762384965334859,0.137044352403453
"South West",1993,0.756800312296328,0.142629003806783
"South West",1994,0.751215664067786,0.148213655335559
"South West",1995,0.745631011767619,0.153798306129662
"South West",1996,0.74004636599515,0.159382955887013
"South West",1997,0.734461714909194,0.164967605855353
"South West",1998,0.728877066384667,0.170552255623714
"South West",1999,0.723292408334456,0.176136907975726
"South West",2000,0.717707761272396,0.181721558762897
"South West",2001,0.7142174676367,0.185211851715661
"South West",2002,0.716936541128453,0.182492774399531
"South West",2003,0.714528870665309,0.184900446239824
"South West",2004,0.720160271849091,0.179269045988653
"South West",2005,0.715469077648668,0.183960244427262
"South West",2006,0.752568943340812,0.146860372352476
"South West",2007,0.745460138692258,0.153969176924372
"South West",2008,0.745723842905397,0.153705476055935
"South West",2009,0.733278644321515,0.166150672409592
"South West",2010,0.728584487918676,0.17084483183373
"South West",2011,0.727732100627588,0.171697219890207
"South West",2012,0.730589678152143,0.168839641724079
"South West",2013,0.727518766445544,0.171910553036885
"South West",2014,0.727741974128555,0.171687344449218
"South West",2015,0.72634668933603,0.17308262716408
"Wales",1971,0.734151998858823,0.188423275862828
"Wales",1972,0.732805634158689,0.189769642855844
"Wales",1973,0.731459268193071,0.191116007935262
"Wales",1974,0.730112893870395,0.192462382020012
"Wales",1975,0.728766525589869,0.193808748391809
"Wales",1976,0.727420157431614,0.195155117085158
"Wales",1977,0.726073789939731,0.196501485752045
"Wales",1978,0.724727424407209,0.197847854495623
"Wales",1979,0.723381050232093,0.199194223945303
"Wales",1980,0.722034685407824,0.200540589979164
"Wales",1981,0.721318886344241,0.201256387156171
"Wales",1982,0.720603093192284,0.201972179097954
"Wales",1983,0.719887301439973,0.202687970737613
"Wales",1984,0.719171506140722,0.203403765323129
"Wales",1985,0.718455715177054,0.204119554607689
"Wales",1986,0.717739924330689,0.204835348918767
"Wales",1987,0.717024130957171,0.205551141514191
"Wales",1988,0.716308336567104,0.206266933842042
"Wales",1989,0.71559254110665,0.206982728856453
"Wales",1990,0.714876751493937,0.207698518709176
"Wales",1991,0.709362298499778,0.213212976355713
"Wales",1992,0.70384783521209,0.218727439411889
"Wales",1993,0.698333376112515,0.224241900454719
"Wales",1994,0.692818919872214,0.229756357072112
"Wales",1995,0.6873044600131,0.235270815366965
"Wales",1996,0.68179000532169,0.240785271130132
"Wales",1997,0.676275541914393,0.246299732473758
"Wales",1998,0.670761084392991,0.251814189628615
"Wales",1999,0.665246622862536,0.257328653142764
"Wales",2000,0.659732161675116,0.262843112121265
"Wales",2001,0.665317615686923,0.257257656167943
"Wales",2002,0.663018036666095,0.259557238121942
"Wales",2003,0.665584591359021,0.256990684320238
"Wales",2004,0.666002782825916,0.256572489424986
"Wales",2005,0.664087940409645,0.258487336375333
"Wales",2006,0.696385073556175,0.226190197756397
"Wales",2007,0.687697407073002,0.234877864709454
"Wales",2008,0.691687533372538,0.230887737244875
"Wales",2009,0.673765069790601,0.248810206770225
"Wales",2010,0.6711230479716,0.251452227436574
"Wales",2011,0.663926973289852,0.25864830080401
"Wales",2012,0.660938729983949,0.261636540753427
"Wales",2013,0.653568835079768,0.269006439274059
"Wales",2014,0.650924675279895,0.271650602196083
"Wales",2015,0.646458425391291,0.276116846737698
"West Midlands",1971,0.859232296767757,0.140465028148641
"West Midlands",1972,0.857955298455259,0.141742026246694
"West Midlands",1973,0.856678292874833,0.143019034145974
"West Midlands",1974,0.855401287138851,0.144296037599515
"West Midlands",1975,0.85412427820195,0.145573046429487
"West Midlands",1976,0.852847275974988,0.146850048849654
"West Midlands",1977,0.851570273279353,0.14812704885355
"West Midlands",1978,0.850293266745023,0.149404056341828
"West Midlands",1979,0.849016265126732,0.150681059174236
"West Midlands",1980,0.847739262520416,0.1519580607864
"West Midlands",1981,0.84625061231029,0.153446709804769
"West Midlands",1982,0.844761962484536,0.15493535837269
"West Midlands",1983,0.843273310915563,0.156424007389132
"West Midlands",1984,0.84178466537309,0.157912655732043
"West Midlands",1985,0.84029601425372,0.159401302087955
"West Midlands",1986,0.838807368422216,0.160889948238756
"West Midlands",1987,0.837318724422748,0.162378596865304
"West Midlands",1988,0.835830073252196,0.163867245843374
"West Midlands",1989,0.834341425348298,0.16535589134964
"West Midlands",1990,0.832852779581525,0.166844538193292
"West Midlands",1991,0.827044654973775,0.172652669238626
"West Midlands",1992,0.821236539444412,0.178460785809427
"West Midlands",1993,0.815428414061397,0.184268910276398
"West Midlands",1994,0.809620294921654,0.190077032524265
"West Midlands",1995,0.803812172239775,0.195885151771088
"West Midlands",1996,0.798004049127861,0.201693275784184
"West Midlands",1997,0.792195925061794,0.207501399096296
"West Midlands",1998,0.786387806669217,0.213309519738232
"West Midlands",1999,0.780579688981906,0.219117638296835
"West Midlands",2000,0.774771566223253,0.224925766267643
"West Midlands",2001,0.769873060730129,0.229824263037529
"West Midlands",2002,0.773820085853443,0.225877239375836
"West Midlands",2003,0.770710625854353,0.228986695768632
"West Midlands",2004,0.77766031367907,0.222037010416556
"West Midlands",2005,0.772680187780522,0.227017134130217
"West Midlands",2006,0.811774906885493,0.187922418145474
"West Midlands",2007,0.805230553327921,0.194466770381311
"West Midlands",2008,0.805217956819527,0.194479369857453
"West Midlands",2009,0.793694113520071,0.20600320514934
"West Midlands",2010,0.788892730821248,0.210804594434846
"West Midlands",2011,0.789259412168225,0.210437911904772
"West Midlands",2012,0.793666866148694,0.206030457321849
"West Midlands",2013,0.785351862670403,0.214345461486431
"West Midlands",2014,0.786379771047553,0.213317554653055
"West Midlands",2015,0.786078030574064,0.213619296775848
"Yorkshire and The Humber",1971,0.808573788010755,0.140022890784815
"Yorkshire and The Humber",1972,0.807029685168952,0.141566996919129
"Yorkshire and The Humber",1973,0.805485565937581,0.143111114241666
"Yorkshire and The Humber",1974,0.803941453067611,0.144655222640431
"Yorkshire and The Humber",1975,0.802397346418111,0.146199330759389
"Yorkshire and The Humber",1976,0.800853234260236,0.147743442010451
"Yorkshire and The Humber",1977,0.799309127347377,0.149287549272854
"Yorkshire and The Humber",1978,0.797765019851493,0.150831663089246
"Yorkshire and The Humber",1979,0.796220905987564,0.152375774194149
"Yorkshire and The Humber",1980,0.794676798622014,0.153919883386574
"Yorkshire and The Humber",1981,0.792977825489539,0.15561884948304
"Yorkshire and The Humber",1982,0.791278855570349,0.157317818901217
"Yorkshire and The Humber",1983,0.789579889976399,0.159016786245958
"Yorkshire and The Humber",1984,0.787880917320658,0.160715757143099
"Yorkshire and The Humber",1985,0.786181949505169,0.162414723926179
"Yorkshire and The Humber",1986,0.784482983489055,0.164113695109193
"Yorkshire and The Humber",1987,0.78278400506696,0.165812665598657
"Yorkshire and The Humber",1988,0.781085037755884,0.167511635100367
"Yorkshire and The Humber",1989,0.779386071101068,0.169210602401044
"Yorkshire and The Humber",1990,0.777687099881379,0.1709095743411
"Yorkshire and The Humber",1991,0.771658465494169,0.17693821062302
"Yorkshire and The Humber",1992,0.765629837052523,0.182966844556912
"Yorkshire and The Humber",1993,0.759601201283514,0.18899547877543
"Yorkshire and The Humber",1994,0.753572569017245,0.195024104317658
"Yorkshire and The Humber",1995,0.747543947540115,0.201052730854875
"Yorkshire and The Humber",1996,0.741515314358974,0.207081362701229
"Yorkshire and The Humber",1997,0.735486677176372,0.213110002654276
"Yorkshire and The Humber",1998,0.729458043348304,0.219138633467897
"Yorkshire and The Humber",1999,0.723429418484215,0.225167263219254
"Yorkshire and The Humber",2000,0.717400786712553,0.231195893903955
"Yorkshire and The Humber",2001,0.709346159871741,0.239250514278263
"Yorkshire and The Humber",2002,0.715151396142706,0.233445281057004
"Yorkshire and The Humber",2003,0.710376870493405,0.238219806186081
"Yorkshire and The Humber",2004,0.71919431865094,0.229402359772671
"Yorkshire and The Humber",2005,0.713577424411096,0.235019253951166
"Yorkshire and The Humber",2006,0.751739541909693,0.196857135152092
"Yorkshire and The Humber",2007,0.746548611154786,0.202048068691199
"Yorkshire and The Humber",2008,0.745091153944144,0.203505522809175
"Yorkshire and The Humber",2009,0.73694800318229,0.211648672303671
"Yorkshire and The Humber",2010,0.731731172870611,0.216865504951664
"Yorkshire and The Humber",2011,0.732010089173996,0.216586584796892
"Yorkshire and The Humber",2012,0.738335000675625,0.210261679666874
"Yorkshire and The Humber",2013,0.73095398514676,0.217642691846076
"Yorkshire and The Humber",2014,0.736006271560044,0.212590407160362
"Yorkshire and The Humber",2015,0.737483041972296,0.211113635822729
