"Region","Year","aridity_annual-mean_hadgem2","BIO01_hadgem2","BIO02_hadgem2","BIO03_hadgem2","BIO04_hadgem2","BIO05_hadgem2","BIO06_hadgem2","BIO07_hadgem2","BIO08_hadgem2","BIO09_hadgem2","BIO10_hadgem2","BIO11_hadgem2","BIO12_hadgem2","BIO13_hadgem2","BIO14_hadgem2","BIO15_hadgem2","BIO16_hadgem2","BIO17_hadgem2","BIO18_hadgem2","BIO19_hadgem2","cloud-cover_annual-mean_hadgem2","evaporative-fraction_annual-mean_hadgem2","growing-degree-days-during-growing-season-length_hadgem2","potential-evaporation_annual-mean_hadgem2","surface-latent-heat-flux_annual-mean_hadgem2","surface-sensible-heat-flux_annual-mean_hadgem2","volumetric-soil-water-layer-1_annual-mean_hadgem2","water-vapor-pressure_annual-mean_hadgem2"
"East",1996,0.0378208369016647,283.302432250977,5.62259125709534,46.3741474151611,388.939892578125,292.57639465332,280.447525024414,12.1288744926453,284.545623779297,281.433154296875,288.488137817383,278.672576904297,2.81340184926648e-08,4.37697032396045e-08,1.55760141673511e-08,0.285031914710999,3.38800962396135e-08,2.15828286798114e-08,3.40748215421627e-08,2.99415672699865e-08,0.707360452413559,0.9058842420578,2298.90015869141,1.57906958619947e-08,51.0581993103027,0.022550630569458,0.354098521173,1051.21938476562
"East",1997,0.117159277945757,283.459683227539,5.93388109207153,42.6911193847656,454.301773071289,294.266387939453,280.39580078125,13.8705913543701,283.101803588867,283.772613525391,289.373931884766,277.986737060547,2.50235716592329e-08,4.60812287883527e-08,9.96119515761507e-09,0.418527448177338,3.1824579060924e-08,1.53347193609932e-08,2.23309157831864e-08,2.68706823902676e-08,0.684560626745224,0.89628244638443,2360.77458496094,1.67851977650457e-08,51.4895721435547,1.47321894168854,0.349948173761368,1042.56594238281
"East",1998,0.0951341919600964,282.848480224609,5.69263167381287,41.8200897216797,446.215127563477,293.456533813477,279.898056030273,13.5584851264954,282.815783691406,281.312887573242,289.092401123047,277.420489501953,2.63304940517628e-08,4.70353192838502e-08,1.26657002219588e-08,0.386487478017807,3.78855389726596e-08,1.7036241395374e-08,2.41494390706976e-08,2.33863673315682e-08,0.71694627404213,0.893095630407333,2251.67447509766,1.65833931475845e-08,50.7553379058838,3.24049615859985,0.350198201835155,1004.0348815918
"East",1999,0.18731864541769,282.420059204102,6.18523344993591,39.2642177581787,555.895440673828,294.969100952148,279.285705566406,15.6833918571472,283.565667724609,281.125869750977,289.527224731445,275.077890014648,1.85965504329033e-08,2.97612718469509e-08,4.772207251591e-09,0.394596034288406,2.92123374379116e-08,1.22609455921463e-08,2.17010189373923e-08,1.70513802189021e-08,0.678511172533035,0.841411399841309,2279.28453369141,1.65182902023275e-08,41.3522674560547,8.14812045097351,0.343708252906799,974.521881103516
"East",2000,0.191721351444721,283.937258911133,6.19480910301209,44.9297798156738,415.356341552734,294.654495239258,280.812872314453,13.8416214942932,283.832833862305,283.64348449707,289.2599609375,278.197006225586,2.13447451713478e-08,3.7951078368792e-08,3.15229260472449e-09,0.510463765263557,2.87030907486496e-08,1.29920057823085e-08,2.44843027630282e-08,2.11887030587832e-08,0.679226177930832,0.875222271680832,2469.25865478516,1.72419495569898e-08,45.814852142334,4.51181225776672,0.338683949410915,1048.1916015625
"East",2001,0.116732507944107,283.52223815918,5.85063052177429,43.7319660186768,475.743096923828,293.962054443359,280.615710449219,13.3463466644287,283.099978637695,283.384005737305,289.730822753906,277.870977783203,2.37987269002815e-08,3.77648792238006e-08,1.16531955640653e-08,0.305063110589981,2.80994534307411e-08,1.63183985435467e-08,2.34374340379873e-08,2.35189542507896e-08,0.690295547246933,0.875213420391083,1884.88474121094,1.73031807548796e-08,47.6451293945313,5.13739666938782,0.347144387662411,1050.31062011719
"East",2002,0.106897071748972,283.024652099609,5.89616742134094,44.8972743988037,452.547152709961,293.213650512695,280.065744018555,13.1479084014893,285.662902832031,283.31376953125,288.799276733398,277.49755859375,2.65905544694078e-08,4.50747027258558e-08,8.93117233502494e-09,0.395164367556572,3.61299363760281e-08,1.5329752223181e-08,2.30863781425228e-08,2.23541734456489e-08,0.688157874345779,0.904351651668549,1776.12108154297,1.65023028131372e-08,51.1264049530029,2.69432916641235,0.350253911316395,1017.98332519531
"East",2003,0.261960878968239,283.508547973633,6.27781896591187,41.750118637085,490.755419921875,295.398455810547,280.317431640625,15.0810235023499,285.685815429688,283.411679077148,290.136477661133,278.090588378906,1.99093543429285e-08,4.86802075982951e-08,4.93130807299735e-09,0.659602075815201,3.71050223435532e-08,8.21601675582428e-09,1.70920514186435e-08,1.28834727775029e-08,0.66688746213913,0.843709057569504,1858.83204345703,1.85791309448291e-08,44.3957641601562,9.64528307914734,0.327795048058033,985.297271728516
"East",2004,0.0710639335215092,282.954409790039,5.83873901367187,43.764599609375,452.152355957031,293.379067993164,280.055279541016,13.3237895965576,288.272280883789,280.959954833984,288.885098266602,277.015350341797,2.23170278701446e-08,3.55625310533014e-08,1.07917961233994e-08,0.308711498975754,2.81559650261443e-08,1.60849335628654e-08,2.74344916562086e-08,1.31335454511827e-08,0.697833865880966,0.883613908290863,1778.21773681641,1.63936766384154e-08,47.600358581543,4.47130160331726,0.348983612656593,1007.67252197266
"East",2005,0.203448995947838,284.047961425781,6.13208241462708,45.0793117523193,416.022268676758,294.590631103516,280.949401855469,13.6412261962891,285.906088256836,281.854653930664,289.662167358398,279.280703735352,2.34099051255043e-08,5.69018144602751e-08,7.93960888145762e-09,0.588305246829987,4.09449725680133e-08,1.2552932382448e-08,1.99957277402518e-08,2.72602843409686e-08,0.690380191802978,0.842956215143204,1888.00397949219,1.78239888626308e-08,44.9118244171143,6.34182586669922,0.334215751290321,1033.87459716797
"East",2006,0.163076029717922,283.665063476563,6.02759761810303,43.8427101135254,469.726818847656,294.354022216797,280.603411865234,13.7506192207336,284.353820800781,282.941247558594,289.677685546875,278.171575927734,2.17778653777145e-08,3.18291686340899e-08,5.92401949717214e-09,0.319474819302559,2.56674773879695e-08,1.49030107365888e-08,2.67906427708908e-08,1.79695760493814e-08,0.678162401914597,0.872837060689926,1866.27587890625,1.84252503032667e-08,50.2073711395264,5.21921772956848,0.340461917221546,1027.43800048828
"East",2007,0.159624028205872,283.290765380859,6.14193930625916,41.2707141876221,535.508917236328,295.026959228516,280.196438598633,14.8305221557617,283.971859741211,283.53772277832,290.254830932617,276.629800415039,2.33399406468493e-08,4.83388983951727e-08,7.7864240388692e-09,0.464784497022629,3.74397078672928e-08,1.32856575518758e-08,2.18939964824472e-08,1.81792934483838e-08,0.685441088676453,0.851970398426056,1855.65977783203,1.76596639533955e-08,44.4617736816406,7.8519992351532,0.338092093169689,1017.9557800293
"East",2008,0.0995450705289841,283.681118774414,5.92914042472839,44.731782913208,436.800958251953,293.918389892578,280.641577148437,13.2768075942993,284.56340637207,282.299694824219,289.209942626953,277.823068237305,2.55323840292476e-08,3.57191535016455e-08,9.52809902088347e-09,0.335786217451096,3.07417373335284e-08,1.70656371700773e-08,2.88635355616407e-08,2.53306048136892e-08,0.698774212598801,0.882973957061768,1865.36715087891,1.67106410486895e-08,49.2009204864502,2.90806043148041,0.349357897043228,1069.15541992187
"East",2009,0.227393025159836,284.081930541992,6.42474479675293,43.6162799835205,464.396539306641,295.480993652344,280.782086181641,14.6989073753357,284.286401367188,284.921676635742,290.368856811523,278.546194458008,2.15182401674952e-08,3.75934089191787e-08,6.43191149229949e-09,0.471248835325241,2.8633843740522e-08,9.99047031768896e-09,1.80241965352934e-08,2.27026012211695e-08,0.661318528652191,0.851630336046219,1918.69556884766,1.89231665004286e-08,48.9791706085205,6.48521633148193,0.331705640256405,1020.23381958008
"East",2010,0.277700811624527,283.510452270508,6.3838369846344,45.2613235473633,479.536938476563,294.404937744141,280.31325378418,14.0916910171509,281.98176574707,282.123812866211,289.567987060547,277.164413452148,1.74083261583746e-08,2.97288536899032e-08,5.44655609502342e-09,0.476454973220825,2.67697370048836e-08,9.38568671671192e-09,1.74942655029042e-08,2.3262559167847e-08,0.668762063980103,0.836294466257095,1865.54259033203,1.81358773332363e-08,42.7656803131104,8.04080562591553,0.324589650332928,977.656597900391
"East",2011,0.178260144591331,284.229452514648,6.30396819114685,37.6020328521729,475.481512451172,297.769534301758,281.043756103516,16.7257860183716,284.926574707031,284.707040405273,290.635070800781,278.59817199707,2.26857158835969e-08,4.82711154603521e-08,8.5290905893487e-09,0.526635259389877,4.08757017567041e-08,1.2868162446722e-08,2.06203326413856e-08,1.47163197183886e-08,0.674449038505554,0.846626633405685,1938.69454345703,1.90725799598113e-08,45.0268035888672,9.30555100440979,0.331592744588852,1024.3383972168
"East",2012,0.138405047357082,284.054754638672,6.03175058364868,36.4552047729492,483.684197998047,297.547631835938,281.015502929688,16.5321340560913,283.381854248047,285.159603881836,290.673446655273,278.432440185547,2.61870784612483e-08,4.04515716923015e-08,6.07188441748008e-09,0.42225116789341,3.43040106542958e-08,1.36048311283332e-08,1.95374411759985e-08,2.88771502710006e-08,0.686252361536026,0.890178424119949,1906.7791015625,1.81874053595266e-08,50.3134609222412,3.92756409645081,0.342251151800156,1070.60380859375
"East",2013,0.100638700276613,283.688339233398,5.90830421447754,47.1352207183838,407.312698364258,293.275854492187,280.69560546875,12.5802452087402,283.67106628418,279.641424560547,289.189215087891,278.787155151367,2.14215175375898e-08,3.53474863601377e-08,8.88364843909528e-09,0.348026320338249,3.04550953345029e-08,1.47337058997721e-08,2.59147093117917e-08,2.46622569477495e-08,0.701026564836502,0.889879941940308,1878.49235839844,1.70148286571248e-08,48.6376758575439,2.96064341068268,0.341936331987381,1045.40618896484
"East",2014,0.137554600089788,284.131893920898,6.35110683441162,49.775855255127,433.553890991211,293.791903686523,280.936938476562,12.8549624443054,284.486218261719,276.708792114258,289.499362182617,279.010833740234,2.25885068871889e-08,4.27470631336746e-08,9.05614081503359e-09,0.402564206719399,2.74187938131831e-08,1.59916177189245e-08,2.51171501375325e-08,1.96239394512077e-08,0.672048830986023,0.859565037488937,1117.09747314453,1.79972882818902e-08,48.4461456298828,5.39878735542297,0.338871033489704,1069.85301513672
"East",2015,0.10095724016428,284.072619628906,5.85939102172852,40.9601459503174,423.099975585938,295.393154907227,281.126419067383,14.2667345046997,289.392712402344,282.747183227539,289.933889770508,278.575842285156,2.13777433089035e-08,3.12600874963209e-08,7.56553815151051e-09,0.313750949501991,2.45772268314681e-08,1.51922166402585e-08,2.77033029405516e-08,1.37718267012588e-08,0.701711064577103,0.877487194538116,1154.27250976563,1.73508741596606e-08,46.9507171630859,4.81958312988281,0.340630654990673,1091.47857666016
"East",2016,0.173598676919937,284.948907470703,6.15549912452698,41.4758968353271,483.526812744141,296.66630859375,281.844403076172,14.8219076156616,286.340863037109,277.327105712891,291.602886962891,279.278454589844,2.20709559073384e-08,6.0104848742526e-08,7.3519506482711e-09,0.615327477455139,3.71387447017924e-08,1.34795085315886e-08,2.27599446844806e-08,1.23563212994782e-08,0.681385672092438,0.844900172948837,1126.15992431641,1.94463073199813e-08,44.1763641357422,9.40430889129639,0.332173177599907,1102.19118652344
"East",2017,0.179735004901886,284.34020690918,6.25193438529968,44.4700931549072,498.095016479492,295.330508422852,281.234393310547,14.096117401123,284.665310668945,279.633483886719,290.903790283203,278.221783447266,2.17184242146118e-08,4.11875355155189e-08,8.55287183298969e-09,0.481390464305878,3.14306316084867e-08,1.32372153238691e-08,2.24484024258231e-08,1.9562668818196e-08,0.674775916337967,0.843698740005493,1120.03493652344,1.85287671428114e-08,45.5955715179443,7.26790108680725,0.333495074510574,1087.96311035156
"East",2018,0.197234328091145,284.934442138672,6.16747183799744,40.8975933074951,539.728759765625,297.019345092773,281.967889404297,15.0514591217041,285.587875366211,284.15046081543,291.962051391602,277.859017944336,1.92626284700737e-08,3.16671386002554e-08,7.43228203425872e-09,0.358158296346664,3.20418021004798e-08,1.17167708424404e-08,2.11932611904331e-08,1.4941138282154e-08,0.675637012720108,0.845640540122986,1118.64322509766,1.97294689030514e-08,45.5854904174805,7.42415523529053,0.331981244683266,1102.58546142578
"East",2019,0.27435607612133,285.105102539062,6.57930717468262,42.3638389587402,492.324133300781,297.325521850586,281.81549987793,15.5100295066833,284.376119995117,280.960995483398,292.18896484375,279.533544921875,2.03087509476063e-08,4.67740711940223e-08,4.92243303895634e-09,0.607831734418869,3.72156730321649e-08,8.71857475104321e-09,1.84021597959827e-08,3.28601396759609e-08,0.654961657524109,0.830222445726395,1053.43217773438,2.05090421090404e-08,44.8890403747559,11.2311279296875,0.322796338796616,1081.17980957031
"East",2021,0.230011036992073,283.912664794922,6.4198184967041,40.7126171112061,503.684234619141,296.370526123047,280.656005859375,15.7145232200623,282.833056640625,285.080194091797,290.508654785156,277.585531616211,2.28723701312106e-08,6.38514247697231e-08,4.31478452966871e-09,0.674308294057846,3.45926295608479e-08,7.37310923426548e-09,1.32491488002984e-08,2.5326118802127e-08,0.6667484998703,0.848589867353439,1054.50522460938,1.87380171823293e-08,47.2198383331299,7.89140887260437,0.332074368000031,1036.95632324219
"East",2022,0.266920460760593,285.411047363281,6.34729084968567,41.0189548492432,481.306753540039,297.683050537109,282.176943969727,15.5061147689819,284.800112915039,284.917068481445,292.092596435547,279.704470825195,1.9736111234181e-08,3.58287422841386e-08,3.87870273677038e-09,0.517080423235893,3.38170526248405e-08,8.46857268754775e-09,1.57478085682783e-08,2.57291649319313e-08,0.652679944038391,0.832262057065964,1053.56457519531,2.02205281851775e-08,45.976802444458,8.65338182449341,0.325221613049507,1107.75859375
"East",2023,0.165115889906883,284.492401123047,5.98918499946594,40.7062549591064,479.348489379883,296.139453125,281.504177856445,14.6352741241455,284.233612060547,284.969351196289,290.821090698242,279.40627746582,2.06282562587035e-08,3.80788428344658e-08,9.78427729947384e-09,0.40334680378437,3.15741729650654e-08,1.40876131204948e-08,2.23746722483042e-08,2.57638120615411e-08,0.680602294206619,0.849490135908127,1053.32121582031,1.8813761215597e-08,47.7016830444336,7.1427038192749,0.333587814867497,1084.58336181641
"East",2024,0.0937298163771629,284.596508789063,5.81854567527771,37.6555442810059,453.41457824707,297.019033813477,281.638745117188,15.3802872657776,286.493597412109,284.731091308594,290.360861206055,279.063748168945,2.51364424386225e-08,3.7841710920361e-08,3.97640249616416e-09,0.352118083834648,2.92625554010328e-08,1.82294368045177e-08,2.52477724060896e-08,1.9492817315836e-08,0.686493283510208,0.882669764757156,1053.29929199219,1.81182743475006e-08,50.6654525756836,3.73124287128448,0.347023297846317,1129.16323242187
"East",2025,0.211330188810825,284.10461730957,6.29800853729248,44.9114437103271,479.16533203125,294.92922668457,280.89169921875,14.0375350952148,283.989102172852,283.554113769531,290.088217163086,278.31169128418,1.94499369499113e-08,3.64229141069927e-08,6.16117894480794e-09,0.43305596113205,2.75789620474143e-08,1.2783994840504e-08,2.11049350440362e-08,1.77772971454715e-08,0.677126330137253,0.851422989368439,1053.29929199219,1.85770588245759e-08,44.8465850830078,8.80684008598328,0.330397607386112,1048.37059326172
"East Midlands",1971,0.0396322144402398,281.608300103082,5.71074623531765,45.3404884338379,403.819278293186,291.348439534505,278.759785970052,12.5886505974664,281.818044026693,276.69569905599,286.862854003906,276.644307454427,2.29758424631478e-08,3.6620317050367e-08,7.73446679542328e-09,0.346874190701379,2.94687604688685e-08,1.50837917958471e-08,3.43788894636216e-08,2.41675009880914e-08,0.726371082994673,0.903106186125014,1789.50226508247,1.34156562402331e-08,41.3205778333876,0.506257772445679,0.381829877694448,930.530721028646
